Company,Headquarters,Website,Sales Contact,Jet Card Name - Description,Hourly Rate,Peak Hourly Rate
Dreamline Aviation (DA) - Los Angeles and San Francisco Bay area airports ,"Van Nuys, CA",www.dreamlineaviation.com,charter@dljets.com,"DA - Great Circle - Home Airport - SQL, OAK, VNY","7,600","12,230"
Dreamline Aviation (DA) - Los Angeles and San Francisco Bay area airports ,"Van Nuys, CA",www.dreamlineaviation.com,charter@dljets.com,DA - Great Circle - Regional,"8,150","10,986"
Dumont Group (DG),"Wilmington, DE (ILG)",www.DumontGroup.com,sales@dumontaviation.com,DG - Santos Jet Card - Large - 25,"12,000","17,146"
"Dumont Group (DG) - Suspended light, mid, and super mid - only selling Falcon 2000 and Heavy jet cards","Wilmington, DE (ILG)",www.DumontGroup.com,sales@dumontaviation.com,DG - Santos Jet Card - Super Midsize - 25,"9,250","13,303"
"Dumont Group (DG) - Suspended light, mid, and super mid - only selling Falcon 2000 and Heavy jet cards","Wilmington, DE (ILG)",www.DumontGroup.com,sales@dumontaviation.com,DG - Santos Jet Card - Light - 25,"6,995","9,691"
"Dumont Group (DG) - Suspended light, mid, and super mid - only selling Falcon 2000 and Heavy jet cards","Wilmington, DE (ILG)",www.DumontGroup.com,sales@dumontaviation.com,DG - Santos Jet Card - Midsize - 25,"8,250","11,529"
ElitAvia (EV),"Ljubljana, Slovenia",elitavia.com,sales@elitavia.com,EV - ElitAvia - Green Card - 25 hours - Very Light Jet,"6,499","8,733"
ElitAvia (EV),"Ljubljana, Slovenia",elitavia.com,sales@elitavia.com,EV - ElitAvia - Green Card - 25 hours - Very Light Jet,"7,999","10,749"
ElitAvia (EV),"Ljubljana, Slovenia",elitavia.com,sales@elitavia.com,EV - ElitAvia - Green Card - 25 hours - Very Light Jet,"9,499","12,764"
ElitAvia (EV),"Ljubljana, Slovenia",elitavia.com,sales@elitavia.com,EV - ElitAvia - Green Card - 25 hours - Very Light Jet,"11,999","16,124"
"Elite Jets Charters, LLC (EJ) - targeting Naples, Florida area - Not accepting new customers","Naples, FL",elitejets.com,Karen Gray (kareng@elitejets.com) and Gustavo Botura (gustavob@elitejets.com); 239-900-9000 ,"EJ - Elite Jets Club Membership (Naples, Florida)","5,500","7,391"
Exec 1 Aviation (EA),"Ankeny, IA",www.exec1aviation.com,"John Pugh - jpugh@exec1aviation.com
charter@exec1aviation.com",EA - Exec 1 JetCard: 25-hour Light JetCard,"6,500","7,150"
Executive Jet Management (EJM) - Program on Waitlist,"Cincinnati, OH",executivejetmanagement.com,https://www.executivejetmanagement.com/contact-us/,EJM Ascend Flat-Rate Program - Heavy,"12,900","14,905"
Executive Jet Management (EJM) - Program on Waitlist,"Cincinnati, OH",executivejetmanagement.com,https://www.executivejetmanagement.com/contact-us/,EJM Ascend Flat-Rate Program - Large,"11,000","12,672"
Executive Jet Management (EJM) - Program on Waitlist,"Cincinnati, OH",executivejetmanagement.com,https://www.executivejetmanagement.com/contact-us/,EJM Ascend Flat-Rate Program - Heavy,"11,900","14,840"
Executive Jet Management (EJM) - Program on Waitlist,"Cincinnati, OH",executivejetmanagement.com,https://www.executivejetmanagement.com/contact-us/,EJM Ascend Flat-Rate Program - Large,"10,100","12,558"
Executive Jet Management (EJM) - Program on Waitlist,"Cincinnati, OH",executivejetmanagement.com,https://www.executivejetmanagement.com/contact-us/,EJM Flat-Rate Program - Super-Mid,"8,900","11,093"
Executive Jet Management (EJM) - Program on Waitlist,"Cincinnati, OH",executivejetmanagement.com,https://www.executivejetmanagement.com/contact-us/,EJM Ascend Flat-Rate Program - Mid,"7,100","8,818"
Executive Jet Management (EJM) - Program on Waitlist,"Cincinnati, OH",executivejetmanagement.com,https://www.executivejetmanagement.com/contact-us/,EJM Ascend Flat-Rate Program - Small,"6,000","7,449"
ExpertJet Charter (EC),"Fort Lauderdale, FL",www.flyexpertjet.com,Charter@flyexpertjet.com,EC - Dynamic,Dynamic Pricing,
ExpertJet Charter (EC) - Not accepting new customers,"Fort Lauderdale, FL",www.flyexpertjet.com,Charter@flyexpertjet.com,EC - X-Card: Light Jet,"4,466","5,281"
ExpertJet Charter (EC) - Not accepting new customers,"Fort Lauderdale, FL",www.flyexpertjet.com,Charter@flyexpertjet.com,EC - X-Card: Midsize Jet,"6,001","7,096"
ExpertJet Charter (EC) - Not accepting new customers,"Fort Lauderdale, FL",www.flyexpertjet.com,Charter@flyexpertjet.com,EC - X-Card: Super Midsize Jet,"8,420","9,957"
ExpertJet Charter (EC) - Not accepting new customers,"Fort Lauderdale, FL",www.flyexpertjet.com,Charter@flyexpertjet.com,EC - X-Card: Large Jet,"10,513","12,432"
Flexjet (FJ) - Waitlist for new customers,"Cleveland, OH",www.flexjet.com,Visit http://www.flexjet.com/request-information/,FJ - Jet Card - Phenom 300 - 50,"7,600","14,312"
Flexjet (FJ) - Waitlist for new customers,"Cleveland, OH",www.flexjet.com,Visit http://www.flexjet.com/request-information/,FJ - Jet Card - Phenom 300 - 25,"7,600","14,312"
Flexjet (FJ) - Waitlist for new customers,"Cleveland, OH",www.flexjet.com,Visit http://www.flexjet.com/request-information/,FJ - Jet Card - Challenger 300 - 25 ,"10,980","21,328"
Flexjet (FJ) - Waitlist for new customers,"Cleveland, OH",www.flexjet.com,Visit http://www.flexjet.com/request-information/,FJ - Jet Card - Challenger 300 - 50 ,"10,980","21,328"
Flexjet Europe (FJE) - Program suspended,"Cleveland, OH, with European Experience Centre, Mayfair, London, UK",www.flexjet.com/uk,Visit https://www.flexjet.com/uk/request-information/,FJE - European Jet Card,"9,255","11,106"
Fly Aeolus (FA),"Antwerp, Belgium",www.flyaeolus.com,info@flyaeolus.com,FA - Pre-Paid Elite - 75,648,648
Fly Aeolus (FA),"Antwerp, Belgium",www.flyaeolus.com,info@flyaeolus.com,FA - Pre-Paid Business - 30,684,684
Fly Aeolus (FA),"Antwerp, Belgium",www.flyaeolus.com,info@flyaeolus.com,FA - Pre-Paid Personal - 15,720,720
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 24 hour call-out - Jet Club - $150,000 - Light","3,600",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 24 hour call-out - Jet Club - $250,000 - Light","3,600",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 24 hour call-out - Jet Club - $500,000 - Light","3,600",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 24 hour call-out - Jet Club - $75,000 - Light ","3,600",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 96 hour call-out - Jet Club - $150,000 - Light","3,600",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 96 hour call-out - Jet Club - $250,000 - Light","3,600",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 96 hour call-out - Jet Club - $500,000 - Light","3,600",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 96 hour call-out - Jet Club - $75,000 - Light ","3,600",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 24 hour call-out - Jet Club - $150,000 - Midsize","4,000",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 24 hour call-out - Jet Club - $250,000 - Midsize","4,000",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 24 hour call-out - Jet Club - $500,000 - Midsize","4,000",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 24 hour call-out - Jet Club - $75,000 - Midsize ","4,000",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 96 hour call-out - Jet Club - $150,000 - Midsize","4,000",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 96 hour call-out - Jet Club - $250,000 - Midsize","4,000",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 96 hour call-out - Jet Club - $500,000 - Midsize","4,000",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 96 hour call-out - Jet Club - $75,000 - Midsize ","4,000",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 24 hour call-out - Jet Club - $250,000 - Super Midsize","5,400",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 24 hour call-out - Jet Club - $500,000 - Super Midsize","5,400",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 24 hour call-out - Jet Club - $75,000 - Super Midsize","5,400",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 24 hour call-out - Jet Club - $150,000 - Super Midsize","5,400",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 96 hour call-out - Jet Club -  $500,000 - Super Midsize","5,400",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 96 hour call-out - Jet Club - $150,000 - Super Midsize","5,400",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 96 hour call-out - Jet Club - $250,000 - Super Midsize","5,400",
FlyExclusive (FE),"Kinston, NC",https://www.flyexclusive.com/,bblettner@flyexclusive.com,"FE - 96 hour call-out - Jet Club - $75,000 - Super Midsize","5,400",
FXAIR (FX),"New York, NY",www.fxair.com,Robert.Shaplen@fxair.com,FX - Aviator,Dynamic Pricing,
GlobeAir (GA),"Hörsching, Linz (Austria)",www.globeair.com,jonathan.berdoz@globeair.com,GA - Platinum ,"4,500","4,500"
GlobeAir (GA),"Hörsching, Linz (Austria)",www.globeair.com,jonathan.berdoz@globeair.com,GA - Gold ,"4,600","4,600"
GlobeAir (GA),"Hörsching, Linz (Austria)",www.globeair.com,jonathan.berdoz@globeair.com,GA - Classic,"4,700","4,700"
"GrandView Aviation (GV) - Operates from bases in Atlanta, GA, Austin, TX, Baltimore, MD, Boston, MA, Chicago, IL, Denver, CO, Los Angeles, CA, Reno, NV, Scottsdale, AZ, Teterboro, NJ - See tab for flat rate route pricing between 70 city pairs","Baltimore, MD",www.flygv.com,info@flygv.com,GV - Altitude Plus,"3,420","4,128"
Hopscotch Air (HA),"Farmingdale, NY",flyhopscotch.com,membership@flyhopscotch.com,HA - Club Scotch,Hopscotch Air -  Pricing Sheet Attached,
International Jet Aviation Services (IJ) - Denver Area,"Centennial, CO",www.internationaljet.com,adam@internationaljet.com,IJ - Wings Club,,
"Jet Aviation Flight Services, Inc. (PT)","US- Teterboro, NJ",www.jetaviation.com,"Victoria Reina Duffy, Director of Charter Sales - Victoria.Reina-Duffy@jetaviation.com",PT - Freedom Access,,
"Jet Aviation Flight Services, Inc. (PT) - Fixed Rate Program On Hold","US- Teterboro, NJ",www.jetaviation.com,"Victoria Reina Duffy, Director of Charter Sales - Victoria.Reina-Duffy@jetaviation.com",PT Card - Large Jet - 100 Hours,"10,740","12,352"
"Jet Aviation Flight Services, Inc. (PT) - Fixed Rate Program On Hold","US- Teterboro, NJ",www.jetaviation.com,"Victoria Reina Duffy, Director of Charter Sales - Victoria.Reina-Duffy@jetaviation.com",PT Card - Large Jet - 50 Hours,"10,880","12,502"
"Jet Aviation Flight Services, Inc. (PT) - Fixed Rate Program On Hold","US- Teterboro, NJ",www.jetaviation.com,"Victoria Reina Duffy, Director of Charter Sales - Victoria.Reina-Duffy@jetaviation.com",PT Card - Large Jet - 10 Hours,"11,250","12,900"
"Jet Aviation Flight Services, Inc. (PT) - Fixed Rate Program On Hold","US- Teterboro, NJ",www.jetaviation.com,"Victoria Reina Duffy, Director of Charter Sales - Victoria.Reina-Duffy@jetaviation.com",PT Card - Super Mid Jet - 100 Hours,"8,875","10,239"
"Jet Aviation Flight Services, Inc. (PT) - Fixed Rate Program On Hold","US- Teterboro, NJ",www.jetaviation.com,"Victoria Reina Duffy, Director of Charter Sales - Victoria.Reina-Duffy@jetaviation.com",PT Card - Super Mid Jet - 50 Hours,"9,125","10,508"
"Jet Aviation Flight Services, Inc. (PT) - Fixed Rate Program On Hold","US- Teterboro, NJ",www.jetaviation.com,"Victoria Reina Duffy, Director of Charter Sales - Victoria.Reina-Duffy@jetaviation.com",PT Card - Super Mid Jet - 10 Hours,"9,150","10,535"
"Jet Aviation Flight Services, Inc. (PT) - Fixed Rate Program On Hold","US- Teterboro, NJ",www.jetaviation.com,"Victoria Reina Duffy, Director of Charter Sales - Victoria.Reina-Duffy@jetaviation.com",PT Card - Super Mid Jet - 25 Hours,"9,250","10,643"
"Jet Aviation Flight Services, Inc. (PT) - Fixed Rate Program On Hold","US- Teterboro, NJ",www.jetaviation.com,"Victoria Reina Duffy, Director of Charter Sales - Victoria.Reina-Duffy@jetaviation.com",PT Card - Large Jet - 25 Hours,"11,250","12,900"
"Jet Aviation Flight Services, Inc. (PT) - Fixed Rate Program On Hold","US- Teterboro, NJ",www.jetaviation.com,"Victoria Reina Duffy, Director of Charter Sales - Victoria.Reina-Duffy@jetaviation.com",PT Card - Midsize Jet - 100 Hours,"6,625","7,713"
"Jet Aviation Flight Services, Inc. (PT) - Fixed Rate Program On Hold","US- Teterboro, NJ",www.jetaviation.com,"Victoria Reina Duffy, Director of Charter Sales - Victoria.Reina-Duffy@jetaviation.com",PT Card - Midsize Jet - 50 Hours,"6,720","7,815"
"Jet Aviation Flight Services, Inc. (PT) - Fixed Rate Program On Hold","US- Teterboro, NJ",www.jetaviation.com,"Victoria Reina Duffy, Director of Charter Sales - Victoria.Reina-Duffy@jetaviation.com",PT Card - Midsize Jet - 10 Hours,"6,900","8,009"
"Jet Aviation Flight Services, Inc. (PT) - Fixed Rate Program On Hold","US- Teterboro, NJ",www.jetaviation.com,"Victoria Reina Duffy, Director of Charter Sales - Victoria.Reina-Duffy@jetaviation.com",PT Card - Midsize Jet - 25 Hours,"6,950","8,063"
"Jet Aviation Flight Services, Inc. (PT) - Fixed Rate Program On Hold","US- Teterboro, NJ",www.jetaviation.com,"Victoria Reina Duffy, Director of Charter Sales - Victoria.Reina-Duffy@jetaviation.com",PT Card - Light Jet - 100 Hours,"4,925","5,778"
"Jet Aviation Flight Services, Inc. (PT) - Fixed Rate Program On Hold","US- Teterboro, NJ",www.jetaviation.com,"Victoria Reina Duffy, Director of Charter Sales - Victoria.Reina-Duffy@jetaviation.com",PT Card - Light Jet - 50 Hours,"5,075","5,939"
"Jet Aviation Flight Services, Inc. (PT) - Fixed Rate Program On Hold","US- Teterboro, NJ",www.jetaviation.com,"Victoria Reina Duffy, Director of Charter Sales - Victoria.Reina-Duffy@jetaviation.com",PT Card - Light Jet - 25 Hours,"5,150","6,020"
"Jet Aviation Flight Services, Inc. (PT) - Fixed Rate Program On Hold","US- Teterboro, NJ",www.jetaviation.com,"Victoria Reina Duffy, Director of Charter Sales - Victoria.Reina-Duffy@jetaviation.com",PT Card - Light Jet - 10 Hours,"5,400","6,289"
Jet Linx (JL) -  Customers flying from ADS; AFW; APA; ATL; AUS; BCT; BED; BNA; BOS; DAL; DFW; DPA; DTO; DTW; DVT; DWH; EDC; EFD; FFZ; FRG; FTW; FTY; FWS; HEF; HOU; HPN; IAD; IAH; IND; JYO; MDW; MIA; MMU; MQY; MSP; OMA; ORD; PBI; PDK; PHX; PTK; PWK; RVS; RYY; SAT; SDL; SGR; STL; STP; SUS; TEB; TKI; TMB; TME; TUL; TYQ; UGN; and YIP. ,"Omaha, NE",www.jetlinx.com,"alec.lefort@jetlinx.com
",JL - EXECUTIVE CARD - Tier 1 - (Light),"6,795","8,174"
Jet Linx (JL) -  Customers flying from ADS; AFW; APA; ATL; AUS; BCT; BED; BNA; BOS; DAL; DFW; DPA; DTO; DTW; DVT; DWH; EDC; EFD; FFZ; FRG; FTW; FTY; FWS; HEF; HOU; HPN; IAD; IAH; IND; JYO; MDW; MIA; MMU; MQY; MSP; OMA; ORD; PBI; PDK; PHX; PTK; PWK; RVS; RYY; SAT; SDL; SGR; STL; STP; SUS; TEB; TKI; TMB; TME; TUL; TYQ; UGN; and YIP. ,"Omaha, NE",www.jetlinx.com,"alec.lefort@jetlinx.com
",JL - EXECUTIVE CARD - Tier 1 - (Midsize),"8,775","10,504"
Jet Linx (JL) -  Customers flying from ADS; AFW; APA; ATL; AUS; BCT; BED; BNA; BOS; DAL; DFW; DPA; DTO; DTW; DVT; DWH; EDC; EFD; FFZ; FRG; FTW; FTY; FWS; HEF; HOU; HPN; IAD; IAH; IND; JYO; MDW; MIA; MMU; MQY; MSP; OMA; ORD; PBI; PDK; PHX; PTK; PWK; RVS; RYY; SAT; SDL; SGR; STL; STP; SUS; TEB; TKI; TMB; TME; TUL; TYQ; UGN; and YIP. ,"Omaha, NE",www.jetlinx.com,"alec.lefort@jetlinx.com
",JL - EXECUTIVE CARD - Tier 1 - (Super Midsize),"10,625","12,827"
Jet Linx (JL) -  Customers flying from ADS; AFW; APA; ATL; AUS; BCT; BED; BNA; BOS; DAL; DFW; DPA; DTO; DTW; DVT; DWH; EDC; EFD; FFZ; FRG; FTW; FTY; FWS; HEF; HOU; HPN; IAD; IAH; IND; JYO; MDW; MIA; MMU; MQY; MSP; OMA; ORD; PBI; PDK; PHX; PTK; PWK; RVS; RYY; SAT; SDL; SGR; STL; STP; SUS; TEB; TKI; TMB; TME; TUL; TYQ; UGN; and YIP. ,"Omaha, NE",www.jetlinx.com,"alec.lefort@jetlinx.com
",JL - EXECUTIVE CARD - Tier 1 - (Heavy),"12,955","15,734"
Jet Linx (JL) -  Customers flying from ADS; AFW; APA; ATL; AUS; BCT; BED; BNA; BOS; DAL; DFW; DPA; DTO; DTW; DVT; DWH; EDC; EFD; FFZ; FRG; FTW; FTY; FWS; HEF; HOU; HPN; IAD; IAH; IND; JYO; MDW; MIA; MMU; MQY; MSP; OMA; ORD; PBI; PDK; PHX; PTK; PWK; RVS; RYY; SAT; SDL; SGR; STL; STP; SUS; TEB; TKI; TMB; TME; TUL; TYQ; UGN; and YIP. ,"Omaha, NE",www.jetlinx.com,"alec.lefort@jetlinx.com
",JL - ENTERPISE CARD - (Light),"6,795","8,174"
Jet Linx (JL) -  Customers flying from ADS; AFW; APA; ATL; AUS; BCT; BED; BNA; BOS; DAL; DFW; DPA; DTO; DTW; DVT; DWH; EDC; EFD; FFZ; FRG; FTW; FTY; FWS; HEF; HOU; HPN; IAD; IAH; IND; JYO; MDW; MIA; MMU; MQY; MSP; OMA; ORD; PBI; PDK; PHX; PTK; PWK; RVS; RYY; SAT; SDL; SGR; STL; STP; SUS; TEB; TKI; TMB; TME; TUL; TYQ; UGN; and YIP. ,"Omaha, NE",www.jetlinx.com,"alec.lefort@jetlinx.com
",JL - ENTERPRISE CARD - (Midsize),"8,775","10,504"
Jet Linx (JL) -  Customers flying from ADS; AFW; APA; ATL; AUS; BCT; BED; BNA; BOS; DAL; DFW; DPA; DTO; DTW; DVT; DWH; EDC; EFD; FFZ; FRG; FTW; FTY; FWS; HEF; HOU; HPN; IAD; IAH; IND; JYO; MDW; MIA; MMU; MQY; MSP; OMA; ORD; PBI; PDK; PHX; PTK; PWK; RVS; RYY; SAT; SDL; SGR; STL; STP; SUS; TEB; TKI; TMB; TME; TUL; TYQ; UGN; and YIP. ,"Omaha, NE",www.jetlinx.com,"alec.lefort@jetlinx.com
",JL - ENTERPRISE CARD - (Super Midsize),"10,625","12,827"
Jet Linx (JL) -  Customers flying from ADS; AFW; APA; ATL; AUS; BCT; BED; BNA; BOS; DAL; DFW; DPA; DTO; DTW; DVT; DWH; EDC; EFD; FFZ; FRG; FTW; FTY; FWS; HEF; HOU; HPN; IAD; IAH; IND; JYO; MDW; MIA; MMU; MQY; MSP; OMA; ORD; PBI; PDK; PHX; PTK; PWK; RVS; RYY; SAT; SDL; SGR; STL; STP; SUS; TEB; TKI; TMB; TME; TUL; TYQ; UGN; and YIP. ,"Omaha, NE",www.jetlinx.com,"alec.lefort@jetlinx.com
",JL - ENTERPRISE CARD - (Heavy),"12,955","15,734"
Jet Linx (JL) -  Customers flying from ADS; AFW; APA; ATL; AUS; BCT; BED; BNA; BOS; DAL; DFW; DPA; DTO; DTW; DVT; DWH; EDC; EFD; FFZ; FRG; FTW; FTY; FWS; HEF; HOU; HPN; IAD; IAH; IND; JYO; MDW; MIA; MMU; MQY; MSP; OMA; ORD; PBI; PDK; PHX; PTK; PWK; RVS; RYY; SAT; SDL; SGR; STL; STP; SUS; TEB; TKI; TMB; TME; TUL; TYQ; UGN; and YIP. ,"Omaha, NE",www.jetlinx.com,"alec.lefort@jetlinx.com
",JL - EXECUTIVE CARD - Tier 2 - (Light),"6,795","8,174"
Jet Linx (JL) -  Customers flying from ADS; AFW; APA; ATL; AUS; BCT; BED; BNA; BOS; DAL; DFW; DPA; DTO; DTW; DVT; DWH; EDC; EFD; FFZ; FRG; FTW; FTY; FWS; HEF; HOU; HPN; IAD; IAH; IND; JYO; MDW; MIA; MMU; MQY; MSP; OMA; ORD; PBI; PDK; PHX; PTK; PWK; RVS; RYY; SAT; SDL; SGR; STL; STP; SUS; TEB; TKI; TMB; TME; TUL; TYQ; UGN; and YIP. ,"Omaha, NE",www.jetlinx.com,"alec.lefort@jetlinx.com
",JL - EXECUTIVE CARD - Tier 2 - (Midsize),"8,775","6,872"
Jet Linx (JL) -  Customers flying from ADS; AFW; APA; ATL; AUS; BCT; BED; BNA; BOS; DAL; DFW; DPA; DTO; DTW; DVT; DWH; EDC; EFD; FFZ; FRG; FTW; FTY; FWS; HEF; HOU; HPN; IAD; IAH; IND; JYO; MDW; MIA; MMU; MQY; MSP; OMA; ORD; PBI; PDK; PHX; PTK; PWK; RVS; RYY; SAT; SDL; SGR; STL; STP; SUS; TEB; TKI; TMB; TME; TUL; TYQ; UGN; and YIP. ,"Omaha, NE",www.jetlinx.com,"alec.lefort@jetlinx.com
",JL - EXECUTIVE CARD - Tier 2 - (Super Midsize),"10,625","8,515"
Jet Linx (JL) -  Customers flying from ADS; AFW; APA; ATL; AUS; BCT; BED; BNA; BOS; DAL; DFW; DPA; DTO; DTW; DVT; DWH; EDC; EFD; FFZ; FRG; FTW; FTY; FWS; HEF; HOU; HPN; IAD; IAH; IND; JYO; MDW; MIA; MMU; MQY; MSP; OMA; ORD; PBI; PDK; PHX; PTK; PWK; RVS; RYY; SAT; SDL; SGR; STL; STP; SUS; TEB; TKI; TMB; TME; TUL; TYQ; UGN; and YIP. ,"Omaha, NE",www.jetlinx.com,"alec.lefort@jetlinx.com
",JL - EXECUTIVE CARD - Tier 2 - (Heavy),"12,995","11,010"
Jet Linx (JL) -  Customers flying from ADS; AFW; APA; ATL; AUS; BCT; BED; BNA; BOS; DAL; DFW; DPA; DTO; DTW; DVT; DWH; EDC; EFD; FFZ; FRG; FTW; FTY; FWS; HEF; HOU; HPN; IAD; IAH; IND; JYO; MDW; MIA; MMU; MQY; MSP; OMA; ORD; PBI; PDK; PHX; PTK; PWK; RVS; RYY; SAT; SDL; SGR; STL; STP; SUS; TEB; TKI; TMB; TME; TUL; TYQ; UGN; and YIP. ,"Omaha, NE",www.jetlinx.com,"alec.lefort@jetlinx.com
",JL - EXECUTIVE CARD - Tier 3 - (Light),"6,795","8,174"
Jet Linx (JL) -  Customers flying from ADS; AFW; APA; ATL; AUS; BCT; BED; BNA; BOS; DAL; DFW; DPA; DTO; DTW; DVT; DWH; EDC; EFD; FFZ; FRG; FTW; FTY; FWS; HEF; HOU; HPN; IAD; IAH; IND; JYO; MDW; MIA; MMU; MQY; MSP; OMA; ORD; PBI; PDK; PHX; PTK; PWK; RVS; RYY; SAT; SDL; SGR; STL; STP; SUS; TEB; TKI; TMB; TME; TUL; TYQ; UGN; and YIP. ,"Omaha, NE",www.jetlinx.com,"alec.lefort@jetlinx.com
",JL - EXECUTIVE CARD - Tier 3 - (Midsize),"8,775","6,872"
Jet Linx (JL) -  Customers flying from ADS; AFW; APA; ATL; AUS; BCT; BED; BNA; BOS; DAL; DFW; DPA; DTO; DTW; DVT; DWH; EDC; EFD; FFZ; FRG; FTW; FTY; FWS; HEF; HOU; HPN; IAD; IAH; IND; JYO; MDW; MIA; MMU; MQY; MSP; OMA; ORD; PBI; PDK; PHX; PTK; PWK; RVS; RYY; SAT; SDL; SGR; STL; STP; SUS; TEB; TKI; TMB; TME; TUL; TYQ; UGN; and YIP. ,"Omaha, NE",www.jetlinx.com,"alec.lefort@jetlinx.com
",JL - EXECUTIVE CARD - Tier 3 - (Super Midsize),"10,625","8,515"
Jet Linx (JL) -  Customers flying from ADS; AFW; APA; ATL; AUS; BCT; BED; BNA; BOS; DAL; DFW; DPA; DTO; DTW; DVT; DWH; EDC; EFD; FFZ; FRG; FTW; FTY; FWS; HEF; HOU; HPN; IAD; IAH; IND; JYO; MDW; MIA; MMU; MQY; MSP; OMA; ORD; PBI; PDK; PHX; PTK; PWK; RVS; RYY; SAT; SDL; SGR; STL; STP; SUS; TEB; TKI; TMB; TME; TUL; TYQ; UGN; and YIP. ,"Omaha, NE",www.jetlinx.com,"alec.lefort@jetlinx.com
",JL - EXECUTIVE CARD - Tier 3 - (Heavy),"12,995","11,010"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token - Jet Card - HondaJet - 10 hours,"5,800","8,962"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token - Jet Card - HondaJet - 25 hours,"5,800","8,962"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token - Jet Card - HondaJet - 35 hours,"5,700","8,822"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token - Jet Card - HondaJet - 50 hours,"5,600","8,683"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token - Membership - HondaJet - 25 hours,"5,800","8,962"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token - Membership - HondaJet - 35 hours,"5,700","8,822"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token - Membership - HondaJet - 50 hours,"5,600","8,683"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Card - Large/Ultra Long Haul - 10 hours,"20,000","30,521"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Card - Large/Ultra Long Haul - 25 hours,"20,000","30,521"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Card - Large/Ultra Long Haul - 35 hours,"20,000","30,521"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Card - Large/Ultra Long Haul - 50 hours,"20,000","30,521"
